ticker,date,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
BNB,2023-11-21,264.9,218.91,253.23,394048.89,88926306.24,225.67,multiply,BTC
BNB,2023-11-22,244.68,234.84,225.67,145949.48,34476412.45,236.22,multiply,BTC
BNB,2023-11-23,238.08,231.7,236.22,57937.84,13547521.66,233.83,multiply,BTC
BNB,2023-11-24,238.01,231.55,233.83,49341.67,11492319.97,232.91,multiply,BTC
BNB,2023-11-25,235.81,232.9,232.91,30624.73,7182206.97,234.52,multiply,BTC
BNB,2023-11-26,233.3,229.26,234.52,22825.96,5290288.73,231.77,multiply,BTC
BNB,2023-11-27,231.08,225.45,231.77,58519.65,13302342.03,227.31,multiply,BTC
BNB,2023-11-28,233.22,228.12,227.31,36639.58,8414951.67,229.67,multiply,BTC
BNB,2023-11-29,230.35,226.0,229.67,32896.36,7478094.23,227.32,multiply,BTC
BNB,2023-11-30,228.49,226.0,227.32,30452.34,6931639.47,227.62,multiply,BTC
BNB,2023-12-01,233.82,227.44,227.62,31787.48,7264156.15,228.52,multiply,BTC
BNB,2023-12-02,234.05,228.53,228.52,37830.54,8667717.31,229.12,multiply,BTC
BNB,2023-12-03,234.61,227.41,229.12,59535.95,13577246.31,228.05,multiply,BTC
BNB,2023-12-04,239.86,227.18,228.05,105287.5,24577610.64,233.43,multiply,BTC
BNB,2023-12-05,247.12,228.95,233.43,63015.88,14572240.75,231.25,multiply,BTC
BNB,2023-12-06,235.53,227.35,231.25,63066.05,14473116.45,229.49,multiply,BTC
BNB,2023-12-07,233.13,226.9,229.49,68348.98,15904825.93,232.7,multiply,BTC
BNB,2023-12-08,241.21,236.26,232.7,66389.23,15864294.81,238.96,multiply,BTC
BNB,2023-12-09,242.75,236.41,238.96,84484.47,20087506.95,237.77,multiply,BTC
BNB,2023-12-10,240.81,237.79,237.77,36734.89,8810752.3,239.85,multiply,BTC
BNB,2023-12-11,246.71,225.81,239.85,137116.73,33771866.96,246.3,multiply,BTC
BNB,2023-12-12,258.29,245.69,246.3,137290.48,34931707.42,254.44,multiply,BTC
BNB,2023-12-13,263.97,251.49,254.44,88216.59,22242569.88,252.14,multiply,BTC
BNB,2023-12-14,256.81,249.15,252.14,68552.61,17365825.47,253.32,multiply,BTC
BNB,2023-12-15,247.69,242.87,253.32,43469.68,10644975.01,244.88,multiply,BTC
BNB,2023-12-16,247.93,243.19,244.88,31803.67,7766719.74,244.21,multiply,BTC
BNB,2023-12-17,240.61,236.81,244.21,31313.63,7478767.33,238.83,multiply,BTC
BNB,2023-12-18,247.58,240.55,238.83,44997.6,10873959.37,241.66,multiply,BTC
BNB,2023-12-19,254.96,238.86,241.66,116312.61,29404454.32,252.81,multiply,BTC
BNB,2023-12-20,262.98,254.6,252.81,69572.3,18116882.48,260.4,multiply,BTC
BNB,2023-12-21,276.5,258.42,260.4,69548.01,18927955.99,272.16,multiply,BTC
BNB,2023-12-22,275.71,266.6,272.16,55027.41,14929462.76,271.31,multiply,BTC
BNB,2023-12-23,271.76,266.99,271.31,29722.67,8059095.4,271.14,multiply,BTC
BNB,2023-12-24,267.82,262.87,271.14,51910.01,13741683.12,264.72,multiply,BTC
BNB,2023-12-25,268.93,265.05,264.72,39363.46,10507082.75,266.92,multiply,BTC
BNB,2023-12-26,302.34,258.97,266.92,194632.99,57960012.92,297.79,multiply,BTC
BNB,2023-12-27,324.8,293.24,297.79,148255.25,48095735.38,324.41,multiply,BTC
BNB,2023-12-28,336.15,313.28,324.41,142371.77,45954984.34,322.78,multiply,BTC
BNB,2023-12-29,322.24,307.56,322.78,85383.77,26792132.11,313.78,multiply,BTC
BNB,2023-12-30,321.45,313.48,313.78,51812.27,16430019.5,317.11,multiply,BTC
BNB,2023-12-31,325.81,308.48,317.11,63140.9,19691014.53,311.86,multiply,BTC
BNB,2024-01-01,328.83,312.87,311.86,47013.45,14746729.46,313.67,multiply,BTC
BNB,2024-01-02,320.28,306.56,313.67,62361.67,19482343.97,312.41,multiply,BTC
BNB,2024-01-03,320.59,295.09,312.41,145338.89,45921730.86,315.96,multiply,BTC
BNB,2024-01-04,333.45,317.49,315.96,77721.53,25180920.77,323.99,multiply,BTC
BNB,2024-01-05,331.34,315.17,323.99,56621.23,17990522.56,317.73,multiply,BTC
BNB,2024-01-06,316.5,303.34,317.73,42943.71,13208042.43,307.57,multiply,BTC
BNB,2024-01-07,308.71,299.48,307.57,28926.53,8751940.99,302.56,multiply,BTC
BNB,2024-01-08,323.56,303.92,302.56,63210.0,19213708.41,303.97,multiply,BTC
BNB,2024-01-09,305.7,290.39,303.97,65101.29,19604411.53,301.14,multiply,BTC
BNB,2024-01-10,309.31,297.18,301.14,67415.97,20616612.38,305.81,multiply,BTC
BNB,2024-01-11,317.24,298.65,305.81,75009.94,23128651.45,308.34,multiply,BTC
BNB,2024-01-12,299.43,283.52,308.34,67720.68,20083848.92,296.57,multiply,BTC
BNB,2024-01-13,303.09,292.68,296.57,35746.9,10796146.1,302.02,multiply,BTC
BNB,2024-01-14,300.73,293.22,302.02,26850.93,8034576.89,299.23,multiply,BTC
BNB,2024-01-15,320.64,303.81,299.23,119623.28,37959424.99,317.32,multiply,BTC
BNB,2024-01-16,322.66,313.91,317.32,45264.35,14265392.15,315.16,multiply,BTC
BNB,2024-01-17,319.09,307.72,315.16,57677.36,17827518.31,309.09,multiply,BTC
BNB,2024-01-18,315.06,296.77,309.09,64351.38,20123018.51,312.71,multiply,BTC
BNB,2024-01-19,318.98,309.65,312.71,43805.46,13775959.72,314.48,multiply,BTC
BNB,2024-01-20,317.37,312.7,314.48,20710.63,6567773.66,317.12,multiply,BTC
BNB,2024-01-21,320.51,315.43,317.12,21252.4,6770882.51,318.59,multiply,BTC
BNB,2024-01-22,306.7,301.01,318.59,34304.87,10483455.31,305.6,multiply,BTC
BNB,2024-01-23,310.24,298.04,305.6,42847.46,12794028.01,298.59,multiply,BTC
BNB,2024-01-24,302.31,291.73,298.59,42784.33,12536441.51,293.01,multiply,BTC
BNB,2024-01-25,295.29,287.66,293.01,46847.3,13678199.16,291.97,multiply,BTC
BNB,2024-01-26,312.41,299.32,291.97,40165.38,12131589.16,302.04,multiply,BTC
BNB,2024-01-27,310.16,304.18,302.04,20266.71,6195411.91,305.69,multiply,BTC
BNB,2024-01-28,306.35,302.61,305.69,26183.24,7989290.95,305.13,multiply,BTC
BNB,2024-01-29,317.02,310.0,305.13,25542.3,7935835.75,310.69,multiply,BTC
BNB,2024-01-30,309.19,304.43,310.69,20350.68,6260850.82,307.65,multiply,BTC
BNB,2024-01-31,305.63,297.29,307.65,24622.31,7391212.04,300.18,multiply,BTC
BNB,2024-02-01,306.77,299.53,300.18,25643.84,7696589.75,300.13,multiply,BTC
BNB,2024-02-02,305.77,300.07,300.13,19890.86,5991835.32,301.24,multiply,BTC
BNB,2024-02-03,304.22,299.32,301.24,16744.38,5016242.11,299.58,multiply,BTC
BNB,2024-02-04,306.38,295.86,299.58,37807.14,11515671.2,304.59,multiply,BTC
BNB,2024-02-05,307.53,296.77,304.59,38012.34,11440034.43,300.96,multiply,BTC
BNB,2024-02-06,305.26,301.51,300.96,30834.92,9335609.65,302.76,multiply,BTC
BNB,2024-02-07,315.34,307.31,302.76,48845.54,15013078.49,307.36,multiply,BTC
BNB,2024-02-08,321.75,313.05,307.36,80215.32,25606036.21,319.22,multiply,BTC
BNB,2024-02-09,333.71,318.01,319.22,41184.34,13351358.91,324.19,multiply,BTC
BNB,2024-02-10,329.17,320.52,324.19,15879.95,5133902.66,323.29,multiply,BTC
BNB,2024-02-11,327.55,320.79,323.29,15992.26,5131639.96,320.88,multiply,BTC
BNB,2024-02-12,334.57,321.58,320.88,39170.41,12848890.46,328.03,multiply,BTC
BNB,2024-02-13,329.43,322.72,328.03,30670.84,9966677.8,324.96,multiply,BTC
BNB,2024-02-14,342.48,330.92,324.96,27754.94,9276797.07,334.24,multiply,BTC
BNB,2024-02-15,362.45,331.34,334.24,77553.75,27501276.65,354.61,multiply,BTC
BNB,2024-02-16,367.28,353.93,354.61,58461.21,21081390.29,360.6,multiply,BTC
BNB,2024-02-17,361.58,351.3,360.6,39737.07,14025176.45,352.95,multiply,BTC
BNB,2024-02-18,360.07,349.54,352.95,28530.43,9977048.18,349.7,multiply,BTC
BNB,2024-02-19,354.03,346.83,349.7,47234.5,16612281.37,351.7,multiply,BTC
BNB,2024-02-20,363.9,353.19,351.7,49885.29,17689169.12,354.6,multiply,BTC
BNB,2024-02-21,381.7,350.69,354.6,109621.73,41581127.42,379.31,multiply,BTC
BNB,2024-02-22,385.25,372.12,379.31,79853.31,30533966.47,382.38,multiply,BTC
BNB,2024-02-23,380.83,368.4,382.38,57690.72,21666145.77,375.56,multiply,BTC
BNB,2024-02-24,389.13,378.76,375.56,33440.95,12762809.26,381.65,multiply,BTC
BNB,2024-02-25,390.75,379.37,381.65,43077.25,16736641.5,388.53,multiply,BTC
BNB,2024-02-26,427.75,396.13,388.53,83524.04,33564674.47,401.86,multiply,BTC
BNB,2024-02-27,422.1,392.2,401.86,76739.61,30302814.44,394.88,multiply,BTC
BNB,2024-02-28,441.8,414.23,394.88,107203.78,44508024.71,415.17,multiply,BTC
BNB,2024-02-29,416.63,393.08,415.17,78923.95,31535156.29,399.56,multiply,BTC
BNB,2024-03-01,418.16,403.62,399.56,33140.43,13512629.01,407.74,multiply,BTC
BNB,2024-03-02,413.67,404.68,407.74,34313.72,14109473.93,411.19,multiply,BTC
BNB,2024-03-03,422.79,413.12,411.19,34868.1,14462083.4,414.77,multiply,BTC
BNB,2024-03-04,451.24,418.57,414.77,76612.52,32115142.33,419.19,multiply,BTC
BNB,2024-03-05,407.33,384.1,419.19,95147.53,37535777.86,394.5,multiply,BTC
BNB,2024-03-06,431.6,402.64,394.5,88501.75,38010328.33,429.49,multiply,BTC
BNB,2024-03-07,476.33,431.22,429.49,90248.41,42885129.76,475.19,multiply,BTC
BNB,2024-03-08,495.91,471.74,475.19,98171.88,47813026.54,487.03,multiply,BTC
BNB,2024-03-09,495.28,481.31,487.03,47997.32,23476324.5,489.12,multiply,BTC
BNB,2024-03-10,532.45,485.37,489.12,110595.18,58534979.45,529.27,multiply,BTC
BNB,2024-03-11,555.14,509.72,529.27,107024.26,55971908.0,522.98,multiply,BTC
BNB,2024-03-12,547.37,516.37,522.98,116748.27,62737215.1,537.37,multiply,BTC
BNB,2024-03-13,633.71,541.81,537.37,190292.6,120048537.78,630.86,multiply,BTC
BNB,2024-03-14,616.97,584.57,630.86,136023.24,82019217.77,602.98,multiply,BTC
BNB,2024-03-15,635.55,575.3,602.98,172800.04,109391363.49,633.05,multiply,BTC
BNB,2024-03-16,605.36,563.92,633.05,122694.77,70654898.99,575.86,multiply,BTC
BNB,2024-03-17,607.08,564.9,575.86,81145.06,46354386.89,571.25,multiply,BTC
BNB,2024-03-18,580.56,546.22,571.25,86032.03,47777366.52,555.34,multiply,BTC
BNB,2024-03-19,513.72,489.26,555.34,101713.9,51610184.14,507.41,multiply,BTC
BNB,2024-03-20,574.62,546.79,507.41,71610.18,39870338.8,556.77,multiply,BTC
BNB,2024-03-21,558.66,531.28,556.77,59808.66,33114839.84,553.68,multiply,BTC
BNB,2024-03-22,570.4,537.66,553.68,94607.08,52411876.74,554.0,multiply,BTC
BNB,2024-03-23,561.45,546.21,554.0,39828.71,21979318.65,551.85,multiply,BTC
BNB,2024-03-24,584.58,567.17,551.85,26243.02,14900156.18,567.78,multiply,BTC
BNB,2024-03-25,612.89,582.76,567.78,60716.9,35646587.43,587.09,multiply,BTC
BNB,2024-03-26,591.91,574.06,587.09,37325.9,21659805.98,580.29,multiply,BTC
BNB,2024-03-27,577.0,565.89,580.29,35954.7,20638525.64,574.01,multiply,BTC
BNB,2024-03-28,599.8,579.84,574.01,43518.76,25390917.64,583.45,multiply,BTC
BNB,2024-03-29,619.84,575.73,583.45,93804.13,57494034.97,612.92,multiply,BTC
BNB,2024-03-30,610.79,594.64,612.92,37718.97,22668212.45,600.98,multiply,BTC
BNB,2024-03-31,620.85,606.59,600.98,26633.31,16164932.42,606.94,multiply,BTC
BNB,2024-04-01,595.4,575.75,606.94,51949.71,29935323.93,576.24,multiply,BTC
BNB,2024-04-02,558.3,540.17,576.24,54903.46,30271652.62,551.36,multiply,BTC
BNB,2024-04-03,563.72,550.06,551.36,36626.41,20576927.39,561.81,multiply,BTC
BNB,2024-04-04,608.29,583.21,561.81,75477.78,44215629.3,585.81,multiply,BTC
BNB,2024-04-05,590.66,573.56,585.81,46846.4,27091621.5,578.31,multiply,BTC
BNB,2024-04-06,593.83,583.63,578.31,21475.52,12578175.58,585.7,multiply,BTC
BNB,2024-04-07,591.27,577.26,585.7,22902.04,13368177.37,583.71,multiply,BTC
BNB,2024-04-08,603.62,585.0,583.71,38711.95,22696286.38,586.29,multiply,BTC
BNB,2024-04-09,582.28,562.64,586.29,47071.61,27317631.57,580.34,multiply,BTC
BNB,2024-04-10,628.38,589.68,580.34,61046.64,37226657.07,609.81,multiply,BTC
BNB,2024-04-11,611.68,589.83,609.81,49687.29,30044822.23,604.68,multiply,BTC
BNB,2024-04-12,601.67,578.03,604.68,119254.0,71062933.39,595.9,multiply,BTC
BNB,2024-04-13,570.56,531.31,595.9,118125.88,65446562.9,554.04,multiply,BTC
BNB,2024-04-14,578.67,560.78,554.04,54464.66,30886751.49,567.1,multiply,BTC
BNB,2024-04-15,558.84,543.49,567.1,56007.14,30965200.16,552.88,multiply,BTC
BNB,2024-04-16,556.87,537.28,552.88,38529.26,20727909.51,537.98,multiply,BTC
BNB,2024-04-17,538.62,513.93,537.98,77539.58,41412943.24,534.09,multiply,BTC
BNB,2024-04-18,573.13,548.48,534.09,68721.79,37954590.72,552.29,multiply,BTC
BNB,2024-04-19,562.69,547.43,552.29,56162.57,31143388.4,554.52,multiply,BTC
BNB,2024-04-20,575.13,563.17,554.52,27076.76,15468877.56,571.3,multiply,BTC
BNB,2024-04-21,582.65,567.91,571.3,31400.66,18208005.71,579.86,multiply,BTC
BNB,2024-04-22,615.06,596.14,579.86,58999.41,35684631.4,604.83,multiply,BTC
BNB,2024-04-23,620.98,597.4,604.83,81589.94,49457394.54,606.17,multiply,BTC
BNB,2024-04-24,615.39,580.88,606.17,60468.18,36799701.19,608.58,multiply,BTC
BNB,2024-04-25,619.8,604.84,608.58,48332.22,29628984.15,613.03,multiply,BTC
BNB,2024-04-26,610.22,595.56,613.03,36617.55,21887258.28,597.73,multiply,BTC
BNB,2024-04-27,624.29,591.44,597.53,34577.64,20596738.79,595.67,multiply,ETH
BNB,2024-04-28,603.53,589.96,595.97,21894.46,13136665.26,600.0,multiply,BTC
BNB,2024-04-29,609.3,592.25,600.0,32164.22,19063627.5,592.7,multiply,BTC
BNB,2024-04-30,584.21,557.83,592.7,80023.83,46255665.18,578.02,multiply,BTC
BNB,2024-05-01,566.34,548.68,578.02,60397.64,33881785.79,560.98,multiply,BTC
BNB,2024-05-02,571.05,557.75,560.98,38181.55,21399590.46,560.47,multiply,BTC
BNB,2024-05-03,602.62,585.13,560.47,40525.27,23806984.46,587.46,multiply,BTC
BNB,2024-05-04,598.08,585.75,587.46,34623.59,20280724.17,585.75,multiply,BTC
BNB,2024-05-05,595.87,586.46,585.75,20129.63,11919856.27,592.15,multiply,BTC
BNB,2024-05-06,590.88,578.62,592.15,29846.37,17554481.12,588.16,multiply,BTC
BNB,2024-05-07,583.41,573.5,588.16,31448.29,18133578.59,576.62,multiply,BTC
BNB,2024-05-08,589.59,565.18,576.62,35300.57,20765344.02,588.24,multiply,BTC
BNB,2024-05-09,618.85,594.94,588.24,66208.81,39507467.15,596.71,multiply,BTC
BNB,2024-05-10,589.67,570.95,596.71,43460.67,25450480.09,585.6,multiply,BTC
BNB,2024-05-11,593.15,581.1,585.6,25632.7,15175915.18,592.05,multiply,BTC
BNB,2024-05-12,599.23,592.84,592.05,28130.45,16723412.86,594.5,multiply,BTC
BNB,2024-05-13,610.13,591.44,594.5,33891.5,20053240.98,591.69,multiply,BTC
BNB,2024-05-14,587.11,562.12,591.69,41675.91,23621903.8,566.8,multiply,BTC
BNB,2024-05-15,610.85,581.24,566.8,62248.85,36189459.81,581.37,multiply,BTC
BNB,2024-05-16,579.62,561.81,581.37,63178.68,35968309.54,569.31,multiply,BTC
BNB,2024-05-17,587.5,580.2,569.31,34501.87,20052524.86,581.2,multiply,BTC
BNB,2024-05-18,584.28,574.04,581.2,16736.71,9713916.2,580.4,multiply,BTC
BNB,2024-05-19,576.2,568.38,580.4,13902.61,7986763.87,574.48,multiply,BTC
BNB,2024-05-20,619.3,598.09,574.48,44885.51,26919106.62,599.73,multiply,BTC
BNB,2024-05-21,624.05,583.57,599.73,87275.78,53974370.46,618.43,multiply,BTC
BNB,2024-05-22,618.93,605.52,618.43,37954.44,23312829.85,614.23,multiply,BTC
BNB,2024-05-23,622.07,583.5,614.25,49719.02,29763240.41,598.63,multiply,ETH
BNB,2024-05-24,611.86,596.16,598.95,25511.36,15312152.4,600.21,multiply,BTC
BNB,2024-05-25,622.98,590.06,600.21,27663.12,16662295.05,602.33,multiply,BTC
BNB,2024-05-26,601.33,594.89,602.33,9739.56,5843988.34,600.03,multiply,BTC
BNB,2024-05-27,612.2,600.82,600.03,18758.37,11318572.99,603.39,multiply,BTC
BNB,2024-05-28,604.8,593.39,603.39,34223.02,20574014.82,601.17,multiply,BTC
BNB,2024-05-29,597.85,589.95,601.17,39067.15,23242853.81,594.95,multiply,BTC
BNB,2024-05-30,602.95,589.49,594.95,15387.92,9155098.15,594.95,multiply,BTC
BNB,2024-05-31,597.08,583.79,594.95,23029.19,13661755.15,593.24,multiply,BTC
BNB,2024-06-01,607.87,593.99,593.24,20515.54,12335995.97,601.3,multiply,BTC
BNB,2024-06-02,605.65,595.22,601.3,19145.41,11538394.3,602.67,multiply,BTC
BNB,2024-06-03,635.16,608.33,602.67,84321.74,52803450.65,626.21,multiply,BTC
BNB,2024-06-04,687.71,639.24,626.21,97163.65,66635031.88,685.8,multiply,BTC
BNB,2024-06-05,717.58,688.63,685.8,75622.09,52850270.28,698.87,multiply,BTC
BNB,2024-06-06,721.17,691.02,698.87,48096.22,34174980.46,710.55,multiply,BTC
BNB,2024-06-07,696.77,666.96,710.55,38977.14,26647429.55,683.67,multiply,BTC
BNB,2024-06-08,693.73,678.83,683.67,20348.97,13889615.98,682.57,multiply,BTC
BNB,2024-06-09,686.51,670.42,682.57,26817.1,18045916.2,672.93,multiply,BTC
BNB,2024-06-10,672.88,613.39,672.93,81772.39,51101576.47,624.92,multiply,BTC
BNB,2024-06-11,620.08,599.08,624.92,73914.93,44534389.83,602.51,multiply,BTC
BNB,2024-06-12,624.6,603.17,602.51,30484.89,18878477.76,619.27,multiply,BTC
BNB,2024-06-13,606.76,594.01,619.27,36255.37,21729583.83,599.35,multiply,BTC
BNB,2024-06-14,603.89,589.83,599.35,44786.29,27004610.03,602.97,multiply,BTC
BNB,2024-06-15,608.74,602.32,602.97,15608.02,9485706.31,607.75,multiply,BTC
BNB,2024-06-16,612.08,606.35,607.75,16880.1,10302690.79,610.35,multiply,BTC
BNB,2024-06-17,611.76,600.99,610.35,33507.19,20246801.45,604.25,multiply,BTC
BNB,2024-06-18,596.0,578.6,604.25,100824.47,59335930.23,588.51,multiply,BTC
BNB,2024-06-19,601.83,586.51,588.51,22557.84,13511615.19,598.98,multiply,BTC
BNB,2024-06-20,598.81,583.63,598.98,29060.06,17071536.7,587.46,multiply,BTC
BNB,2024-06-21,589.58,578.55,587.46,25153.69,14742952.17,586.11,multiply,BTC
BNB,2024-06-22,590.97,582.75,586.11,9857.09,5824642.26,590.91,multiply,BTC
BNB,2024-06-23,581.77,574.0,590.91,19401.07,11201172.08,577.35,multiply,BTC
BNB,2024-06-24,570.89,545.45,577.35,74254.22,42171433.95,567.93,multiply,BTC
BNB,2024-06-25,585.09,574.46,567.93,20341.92,11761059.72,578.17,multiply,BTC
BNB,2024-06-26,575.4,565.48,578.17,28814.19,16504297.13,572.78,multiply,BTC
BNB,2024-06-27,581.73,573.78,572.78,23216.02,13489635.52,581.05,multiply,BTC
BNB,2024-06-28,573.08,563.67,581.05,22737.27,12878045.32,566.38,multiply,BTC
BNB,2024-06-29,572.81,568.86,566.38,18214.57,10373661.36,569.53,multiply,BTC
BNB,2024-06-30,589.81,580.47,569.53,29267.78,17018459.63,581.47,multiply,BTC
BNB,2024-07-01,583.1,573.74,581.47,23582.82,13589704.87,576.25,multiply,BTC
BNB,2024-07-02,579.81,567.09,576.25,31675.08,18345738.2,579.19,multiply,BTC
BNB,2024-07-03,563.97,554.05,579.19,28060.75,15604391.05,556.09,multiply,BTC
BNB,2024-07-04,527.92,511.15,556.09,55729.16,28609678.31,513.37,multiply,BTC
BNB,2024-07-05,510.78,477.07,513.37,106638.71,53079472.38,497.75,multiply,BTC
BNB,2024-07-06,531.18,511.37,497.75,26230.58,13804670.09,526.28,multiply,BTC
BNB,2024-07-07,505.43,486.99,526.28,23862.9,11708960.62,490.68,multiply,BTC
BNB,2024-07-08,519.01,491.16,490.68,84973.39,43374203.8,510.44,multiply,BTC
BNB,2024-07-09,523.88,515.69,510.44,33421.89,17279999.82,517.03,multiply,BTC
BNB,2024-07-10,526.75,510.01,517.03,42924.53,22516240.9,524.55,multiply,BTC
BNB,2024-07-11,532.88,519.01,524.55,63597.53,33386824.42,524.97,multiply,BTC
BNB,2024-07-12,534.77,527.07,524.97,48553.95,25926067.65,533.96,multiply,BTC
BNB,2024-07-13,547.29,530.41,533.96,41440.32,22068895.74,532.55,multiply,BTC
BNB,2024-07-14,548.22,539.52,532.55,40584.87,22116163.99,544.94,multiply,BTC
BNB,2024-07-15,593.25,571.49,544.94,62734.17,36725574.72,585.42,multiply,BTC
BNB,2024-07-16,589.5,575.05,585.42,50034.7,28847308.62,576.55,multiply,BTC
BNB,2024-07-17,570.84,564.5,576.55,34813.49,19803921.15,568.86,multiply,BTC
BNB,2024-07-18,572.63,564.7,568.86,36850.39,21073485.91,571.87,multiply,BTC
BNB,2024-07-19,603.78,587.43,571.87,75863.54,45050727.06,593.84,multiply,BTC
BNB,2024-07-20,599.1,593.39,593.84,23008.43,13654579.81,593.46,multiply,BTC
BNB,2024-07-21,610.25,601.87,593.46,54674.87,32940514.16,602.48,multiply,BTC
BNB,2024-07-22,601.08,586.89,602.48,379987.14,223242915.35,587.5,multiply,BTC
BNB,2024-07-23,584.89,573.15,587.5,48197.23,28053240.11,582.05,multiply,BTC
BNB,2024-07-24,580.53,571.97,582.05,32364.07,18598042.23,574.65,multiply,BTC
BNB,2024-07-25,579.51,568.46,574.65,55431.05,31634342.59,570.7,multiply,BTC
BNB,2024-07-26,589.59,579.2,570.7,35986.66,20911841.98,581.1,multiply,BTC
BNB,2024-07-27,586.97,573.79,581.1,66828.02,38876417.4,581.74,multiply,BTC
BNB,2024-07-28,586.5,582.4,581.74,18581.52,10849791.82,583.9,multiply,BTC
BNB,2024-07-29,575.33,565.45,583.9,80812.91,46408035.88,574.27,multiply,BTC
BNB,2024-07-30,588.21,566.77,574.27,68830.95,40477818.43,588.08,multiply,BTC
BNB,2024-07-31,577.68,568.83,588.08,61242.23,35287600.84,576.2,multiply,BTC
BNB,2024-08-01,584.44,574.38,576.2,86524.46,49731875.72,574.77,multiply,BTC
BNB,2024-08-02,547.21,537.38,574.77,82706.61,44851586.74,542.3,multiply,BTC
BNB,2024-08-03,535.74,525.42,542.3,71454.22,37829773.18,529.43,multiply,BTC
BNB,2024-08-04,509.39,489.27,529.43,85635.82,42526471.81,496.6,multiply,BTC
BNB,2024-08-05,465.59,438.85,496.6,260354.17,120951588.17,464.57,multiply,BTC
BNB,2024-08-06,493.7,481.14,464.57,54963.35,26660908.31,485.07,multiply,BTC
BNB,2024-08-07,480.24,466.79,485.07,37276.04,17700101.37,474.84,multiply,BTC
BNB,2024-08-08,531.68,512.06,474.84,38733.52,20034560.69,517.24,multiply,BTC
BNB,2024-08-09,512.88,507.34,517.24,30330.14,15439449.9,509.05,multiply,BTC
BNB,2024-08-10,524.88,508.98,509.05,17398.96,9104855.26,523.3,multiply,BTC
BNB,2024-08-11,513.2,502.74,523.3,28321.92,14261980.75,503.57,multiply,BTC
BNB,2024-08-12,519.11,508.01,503.57,50003.25,25915680.94,518.28,multiply,BTC
BNB,2024-08-13,545.43,515.3,518.28,46577.16,24422024.67,524.33,multiply,BTC
BNB,2024-08-14,524.0,504.51,524.33,25709.86,13458320.1,523.47,multiply,BTC
BNB,2024-08-15,523.04,507.56,523.47,41272.68,21428151.88,519.18,multiply,BTC
BNB,2024-08-16,532.28,514.61,519.18,27928.85,14518936.26,519.85,multiply,BTC
BNB,2024-08-17,547.98,522.75,519.85,22271.56,12067794.44,541.85,multiply,BTC
BNB,2024-08-18,542.11,523.3,542.07,23927.51,12721300.68,531.66,multiply,ETH
BNB,2024-08-19,561.52,538.93,531.27,43082.06,24068573.98,558.67,multiply,BTC
BNB,2024-08-20,572.39,549.02,558.67,55325.45,31510987.92,569.56,multiply,BTC
BNB,2024-08-21,591.15,565.03,569.56,50744.58,28933190.77,570.17,multiply,BTC
BNB,2024-08-22,588.41,561.12,570.17,52280.83,30481777.74,583.04,multiply,BTC
BNB,2024-08-23,619.86,584.99,583.04,42699.87,25280163.25,592.04,multiply,BTC
